study_ID_Ancestry,StudyID,Who,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,N,Population_pop,Who_pop,Article_link,CrudeName,EthnicGroup,EthnicGroup_Notes,Subpopulation,Other_Classification,Location,Biome,Country,Lattitude,Longitude,Region,Sedentary,AcculturationLevel,ReferenceSource,SerumLevel_mg_dL,SL_SD_mg_dL,SL_SE_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY
ORANG,ORA4,AYANA,Orang Asli,F,15,15+,,33.7,89,Orang Asli,"AYANA, ASHLEY",,,Temuan,Orang Asli just means first people so it is not informative. The Temuan are a group with the Senoi,Temuan,,"Kampung Kuala Kerling, Kampung Gerachi, Kampung Sungai Jang, Kampung Pertak",Tropical Rainforest,Peninsular Malyasia,1.46304,103.753159,Asia,Yes,Integrated,"""""Prevalence of diabetes, impaired fasting glucose and metabolc syndrome among female Orang Asli community in Peninsular Malaysia"""" (Mohamud et. al. )",NA,NA,NA,50.271,11.601,131.478,38.67,97.427,53.142,NA
PAR1,PAR1,VEDHIKA,Parkatêjê Indians,F,20,20+,,41.7,34,Parkatêjê Indians,"KIKI, ASHLEY",,,Parkateje,Removed accent mark for analysis,Jê,,"Mãe Maria Reservation, state of Pará",Tropical Rainforest,Brazil,14.235,51.9253,South America,NA,Semi-acculturated,"(Taveres) """"Metabolic Profile and Cardiovascular Risk Patterns in an Indigenous Population of Amazonia """"",165.7,28.7,NA,41.5,7,92.8,25.7,157.4,83.1,SA_Indegenous
PAR1,PAR1,VEDHIKA,Parkatêjê Indians,M,20,20+,,40.9,56,Parkatêjê Indians,"KIKI, ASHLEY",,,Parkateje,Removed accent mark for analysis,Jê,,"Mãe Maria Reservation, state of Pará",Tropical Rainforest,Brazil,14.235,51.9253,South America,NA,Semi-acculturated,"(Taveres) """"Metabolic Profile and Cardiovascular Risk Patterns in an Indigenous Population of Amazonia """"",159.6,38.3,NA,38.3,8.1,89.7,33.4,158,79.5,SA_Indegenous
PAR2,PAR2,Ashley,Parkatêjê Indians,M,21,21-78,78,40.9,56,Parkatêjê Indians,Ashley,PAR2,Parkatêjê Indians,Indian,,,,Southeast of the state of Pará in the Amazon Region of Brazil,Tropical rainforest,Brazil,-14.235,-51.9253,South America,Yes,Integrated,"""""Metabolic profile and cardiovascular risk patterns of an Indian tribe living in the Amazon region of Brazil"""" Tavares et. al. ",NA,NA,NA,38.3,8.1,89.7,33.4,158,79.5,SA_Indegenous
PAR2,PAR2,Ashley,Parkatêjê Indians,F,23,23-78,78,41.7,34,Parkatêjê Indians,Ashley,PAR2,Parkatêjê Indians,Indian,,,,Southeast of the state of Pará in the Amazon Region of Brazil,Tropical rainforest,Brazil,-14.235,-51.9253,South America,Yes,Integrated,"""""Metabolic profile and cardiovascular risk patterns of an Indian tribe living in the Amazon region of Brazil"""" Tavares et. al. ",NA,NA,NA,41.5,7,92.8,25.7,157.4,83.1,SA_Indegenous
PER1_A,PER1-A,EM,Peruvian,M/F,30,,,48.3,201,Peruvian,EM,PER1,Peruvian,,,,Rural,"San Jose de Secce, Santillana district, Ayacucho",,Peru,-12.57,-74.22,South America,NA,Unacculturated,"""""Differences in cardiovascular risk fasctors in rural, urban and rural-to-urban migrants in Peru"""" Miranda et. al",155.7,33.3,NA,44.1,13.1,85.6,27.1,113,NA,Peruvian
PER1_A,PER1-B,EM,Peruvian,M/F,30,,,47.8,589,Peruvian,EM,PER1,Peruvian,,,,Rural-to-Urban Migrant,"Las Pampas de San Juan de Miraflores, Lima",,Peru,-12.15,-76.97,South America,NA,Integrated,"""""Differences in cardiovascular risk fasctors in rural, urban and rural-to-urban migrants in Peru"""" Miranda et. al",190.8,39.5,NA,44,11.2,115.9,33,133,NA,Peruvian
PER1_A,PER1-C,EM,Peruvian,M/F,30,,,48.1,199,Peruvian,EM,PER1,Peruvian,,,,Urban,"Las Pampas de San Juan de Miraflores, Lima",,Peru,-12.15,-76.97,South America,NA,Integrated,"""""Differences in cardiovascular risk fasctors in rural, urban and rural-to-urban migrants in Peru"""" Miranda et. al",194.9,40,NA,44.4,11,119.8,34.2,135,NA,Peruvian
PYG1_A,PYG1-A,AYANA,Pygmies,M/F,20,20+,,35,20,Pygmies,"AYANA, Ashley",,,Bedzan,http://www.pygmies.org/bedzan/,Bagyeli (best guess),Socapalm,Camaroon,Tropical Rainforest,Camaroon,7.3697219,12.354722,Africa,Active,Unacculturated,"""""Effects of hunter-gatherer subsistence mode on arterial distensibility in Camaroonian Pygmies"""" Lemogoum et.al. ",NA,NA,NA,49,4,85,5,83,6,NA
RHY1_A,RHY1-A,Claire,Urban Rishikesh (with HTN),M/F,19,19-60,60,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,9.48,NA,NA,190.45,144.36,NA
RHY1_B,RHY1-B,Claire,Urban Rishikesh (without HTN),M/F,19,19-60,60,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,9.4,NA,NA,150.65,125.16,NA
RIC1_A,RIC1-A,EM,Costa Rican,M,20,20-35,35,NA,37,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",158,NA,NA,40,NA,93,NA,137,NA,Costa_Rican
RIC1_A,RIC1-A,EM,Costa Rican,F,51,51-65,65,NA,32,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",203,NA,NA,46,NA,124,NA,168,NA,Costa_Rican
RIC1_A,RIC1-A,EM,Costa Rican,F,20,20-35,35,NA,47,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",167,NA,NA,45,NA,109,NA,98,NA,Costa_Rican
RIC1_A,RIC1-A,EM,Costa Rican,F,36,36-50,50,NA,44,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",181,NA,NA,44,NA,116,NA,131,NA,Costa_Rican
RIC1_A,RIC1-A,EM,Costa Rican,M,51,51-65,65,NA,36,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",182,NA,NA,40,NA,111,NA,182,NA,Costa_Rican
RIC1_A,RIC1-A,EM,Costa Rican,M,36,36-50,50,NA,38,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,rural,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,NA,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",179,NA,NA,43,NA,110,NA,132,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,F,36,36-50,50,NA,50,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",186,NA,NA,44,NA,116,NA,129,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,F,20,20-35,35,NA,41,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",174,NA,NA,43,NA,109,NA,107,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,F,51,51-65,65,NA,29,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",206,NA,NA,47,NA,124,NA,170,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,M,51,51-65,65,NA,29,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",189,NA,NA,38,NA,110,NA,232,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,M,20,20-35,35,NA,49,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",175,NA,NA,41,NA,107,NA,150,NA,Costa_Rican
RIC1_A,RIC1-B,EM,Costa Rican,M,36,36-50,50,NA,33,Costa Rican,EM,RIC1,Costa Rican,Costa Rican,,urban,,"Puriscal, Costa Rica",Tropical Rainforest,Costa Rica,9.73,-84.37,Central America,NA,Integrated,"""""Prevalence of Cardiovascular Risk Factors in Rural and Urban Costa Rica"""" Campos et. al",197,NA,NA,37,NA,120,NA,204,NA,Costa_Rican
RUS1,RUS1,Victoria,Russian,F,30,30-64,64,NA,217,Russian,Victoria,RUS1_SOM1_KUR1,Russian,Russian,migrant population; largest migrant group in Finland,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Integrated,,204.951,NA,NA,61.872,NA,NA,NA,NA,NA,Russian
RUS1,RUS1,Victoria,Russian,M,30,30-64,64,NA,111,Russian,Victoria,RUS1_SOM1_KUR1,Russian,Russian,migrant population; largest migrant group in Finland,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Integrated,,204.951,NA,NA,50.271,NA,NA,NA,NA,NA,Russian
RUS1_B,RUS1_B,BENJA,Russia Higher,Overall,NA,NA,NA,NA,9168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,206.4978,44.4705,NA,54.9114,13.5345,128.7711,38.67,99.1984,0.85,Russian
RUS1_B,RUS1_B,BENJA,Russia primary education,Overall,NA,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,208.4313,46.7907,NA,52.9779,13.5345,133.4115,40.2168,111.5982,82.3701,Russian
RUS1_B,RUS1_B,BENJA,Russia Rural Men,Men,NA,NA,NA,NA,1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Rural,,205.3377,46.0173,NA,51.0444,12.3744,127.9977,39.4434,111.5982,1.04,Russian
RUS1_B,RUS1_B,BENJA,Russia Rural Women,Women,NA,NA,NA,NA,2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Rural,,216.9387,46.0173,NA,57.6183,13.1478,136.5051,39.8301,107.1697,0.85,Russian
RUS1_B,RUS1_B,BENJA,Russia Secondary,Overall,NA,NA,NA,NA,11078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,208.4313,46.7907,NA,54.138,13.5345,133.4115,40.2168,111.5982,82.3701,Russian
RUS1_B,RUS1_B,BENJA,Russia Urban Men,Men,NA,NA,NA,NA,6479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Urban,,204.951,44.4705,NA,49.8843,12.7611,130.3179,38.2833,111.5982,0.98,Russian
RUS1_B,RUS1_B,BENJA,Russia Urban Total,Overall,NA,NA,NA,NA,17133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Urban,,208.818,45.6306,NA,54.138,13.5345,130.7046,39.4434,105.3983,0.89,Russian
RUS1_B,RUS1_B,BENJA,Russian Rural Total,Overall,NA,NA,NA,NA,4032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Rural,,212.685,46.404,NA,55.2981,13.1478,133.4115,39.8301,108.9411,0.9,Russian
RUS1_B,RUS1_B,BENJA,Russian Urban Women,Women,NA,NA,NA,NA,10654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Urban,,210.7515,46.0173,NA,56.8449,13.5345,131.0913,40.2168,100.9698,0.84,Russian
SAM3_A,SAM3-A,Phoebe,Samoans,F,,,,14.68,114,Samoans,Phoebe,,Samoans,Samoans,,,American samoa,,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,Semi-acculturated,Modernization and Cardiometabolic Risk in Samoan Adolescents,NA,NA,NA,42.537,7.734,NA,NA,99.1984,44.285,NA
SAM3_A,SAM3-A,Phoebe,Samoans,M,,,,14.9,123,Samoans,Phoebe,,Samoans,Samoans,,,American samoa,,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,Semi-acculturated,Modernization and Cardiometabolic Risk in Samoan Adolescents,NA,NA,NA,41.3769,11.601,NA,NA,118.6838,123.998,NA
SAM3_B,SAM3-B,Phoebe,Samoans,F,,,,14.83,109,Samoans,Phoebe,,Samoans,Samoans,,,Samoa,,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,Semi-acculturated,Modernization and Cardiometabolic Risk in Samoan Adolescents,NA,NA,NA,50.271,11.601,NA,NA,85.0272,35.428,NA
SAM3_B,SAM3-B,Phoebe,Samoans,M,,,,14.76,90,Samoans,Phoebe,,Samoans,Samoans,,,Samoa,,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,Semi-acculturated,Modernization and Cardiometabolic Risk in Samoan Adolescents,NA,NA,NA,49.4976,11.601,NA,NA,73.5131,26.571,NA
SAMOA,SAMOA,BENJA,Samoan Female,Women,NA,NA,NA,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Overall,https://doi.org/10.1002/ajhb.22553,201.084,34.803,NA,54.138,11.601,150.813,38.67,115.375,79.875,SAMOAN
SAMOA,SAMOA,BENJA,Samoan Male,Men,NA,NA,NA,NA,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Overall,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4292846/,201.084,38.67,NA,50.271,11.601,146.946,42.537,142,115.375,SAMOAN
SANTO,SANTO,BENJA,SANTORINI STUDY overall,Overall,NA,NA,NA,NA,9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,Urban,https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(23)00043-1/fulltext#tbl2,166.281,54.138,NA,50.271,15.468,81.207,61.872,123.998,88.57,EUROPEAN
SANTO_cvd,SANTO_cvd,BENJA,SANTORINI high risk,Overall,NA,NA,NA,NA,1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,High risk CVD,https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(23)00043-1/fulltext#tbl2,181.749,58.005,NA,54.138,15.468,92.808,65.739,132.855,88.57,EUROPEAN
SANTO_CVD2,SANTO_CVD2,BENJA,SANTORINI very high risk,Overall,NA,NA,NA,NA,6401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,High risk CVD,https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(23)00043-1/fulltext#tbl2,162.414,50.271,NA,46.404,15.468,77.34,58.005,123.998,88.57,EUROPEAN
SAU,SAU,BENJA,Saudi Arabia,Overall,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle East,NA,Overall,,182,43,NA,46,13,104,34.5,151,65,Saudi
SHA1_A,SHA1-A,AYANA,Shaur,M,15,15-90,,40.2,85,Shuar,"AYANA, Ashley",,,Shuar,"D-place naming, Can change to soemthing more specific",,,"Upano River Valley, Morona-Santiago",Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,Yes,Integrated,"""""Implications of market integration for cardiovascular and metabolic health among an indigenous Amazonian Ecuadorian population"""" Liebert et.al.",167,35.6,NA,52.1,14,NA,NA,139.3,81,SA_Indegenous
SHA1_A,SHA1-A,AYANA,Shaur,F,15,15-90,,35.2,142,Shuar,"AYANA, Ashley",,,Shuar,"D-place naming, Can change to soemthing more specific",,,"Upano River Valley, Morona-Santiago",Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,Yes,Integrated,"""""Implications of market integration for cardiovascular and metabolic health among an indigenous Amazonian Ecuadorian population"""" Liebert et.al.",186.4,44,NA,57.1,14.1,NA,NA,118.4,63.4,SA_Indegenous
SHA1_A,SHA1-B,AYANA,Shaur,F,15,15-90,,36.2,53,Shuar,AYANA,,,Shuar,"D-place naming, Can change to soemthing more specific",,,"Cordillera de Cutucu, Morona-Santiago",Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,Yes,Unacculturated,"""""Implications of market integration for cardiovascular and metabolic health among an indigenous Amazonian Ecuadorian population"""" Liebert et.al.",154.7,36.7,NA,42.9,14.4,NA,NA,118.8,71.5,SA_Indegenous
SHA1_A,SHA1-B,AYANA,Shaur,M,15,15-90,,39.7,35,Shuar,AYANA,,,Shuar,"D-place naming, Can change to soemthing more specific",,,"Cordillera de Cutucu, Morona-Santiago",Tropical Rainforest,Ecuador,-2.51806,-77.82306,South America,Yes,Unacculturated,"""""Implications of market integration for cardiovascular and metabolic health among an indigenous Amazonian Ecuadorian population"""" Liebert et.al.",150.7,34.9,NA,38.2,9.4,NA,NA,142.5,103.7,SA_Indegenous
SHR1,SHR1,BENJA,Shuar Rural Men,Men,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Rural,,150.7,34.9,NA,38.2,9.4,90.1,25.3,142,103,SA_Indegenous
SHR1,SHR1,BENJA,Shuar Rural Women,Women,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Rural,,154.7,36.7,NA,42.9,14.4,88.6,26.3,118,71,SA_Indegenous
SHR1,SHR1,BENJA,Shuar Urban Men,Men,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,,167,35.6,NA,52.1,14,85.2,24.4,139,81,SA_Indegenous
SHR1,SHR1,BENJA,Shuar Urban Women,Women,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Urban,https://doi.org/10.3109/03014460.2012.759621,186.4,44,NA,57.1,14.1,106.8,31.3,118,63,SA_Indegenous
Singa,Singa,BENJA,Singapore NHS92,Overall,NA,NA,NA,NA,3223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.111.028373,204.951,38.67,NA,50.271,11.601,135.345,34.803,115.375,71,other
SK,SK,BENJA,South Korea Men,Men,NA,NA,NA,NA,4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://apjcn.nhri.org.tw/server/apjcn/12/4/411.pdf,183,37.8,NA,48.3,12,109,33.9,131.2,65.9,other
SK,SK,BENJA,South Korea Women,Women,NA,NA,NA,NA,4787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,186.9,37.8,NA,51.9,12.6,113,33.7,109.9,55,other
SMI1A,SMI1-A,Emily,Sami (Reindeer herding),M,,,,45.5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.02,42.537,NA,46.404,11.601,170.148,34.803,132.855,97.427,Uralic_Ancestry
SMI1A,SMI1-A,Emily,Sami (Reindeer herding),F,,,,46.4,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.419,42.537,NA,54.138,11.601,150.813,42.537,106.284,44.285,Uralic_Ancestry
SMI1B,SMI1-B,Emily,Sami (Non-reindeer herding),F,,,,44.9,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.419,50.271,NA,54.138,15.468,146.946,46.404,115.141,70.856,Uralic_Ancestry
SMI1B,SMI1-B,Emily,Sami (Non-reindeer herding),M,,,,42.1,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.419,54.138,NA,50.271,27.069,158.547,54.138,132.855,61.999,Uralic_Ancestry
SMI3,SMI3,Emily,Sami,M,36,36-79,79,55,2559,Norway Sami,"Emily, Audrey",SMI3,Sami,Sami,,,,North Norway,tundra,Norway,68.913991,19.013153,Europe,NA,Integrated,Prevalence of metabolic syndrome and diabetes mellitus in Sami and Norwegian populations. The SAMINOR—a cross-sectional study,231.2466,NA,NA,49.1109,NA,149.6529,NA,164.7402,NA,Uralic_Ancestry
SMI3,SMI3,Emily,Sami,F,36,36-79,79,54.2,2581,Norway Sami,"Emily, Audrey",SMI3,Sami,Sami,,,,North Norway,tundra,Norway,68.913991,19.013153,Europe,NA,Integrated,Prevalence of metabolic syndrome and diabetes mellitus in Sami and Norwegian populations. The SAMINOR—a cross-sectional study,231.2466,NA,NA,56.0715,NA,147.7194,NA,136.3978,NA,Uralic_Ancestry
SMI3,SMI5-A,Ashley,Sami,M,40,40-79,79,58.8,974,,Ashley,SMI5,Sami,Sami,,,,Norway,Tundra,Norway,60.472,8.4689,Europe,NA,NA,"""""Distribution of risk factors for cardiovascular disease and the estimated 10-year risk of acute myocardial infarction or cerebral stroke in Sami and non-Sami populations: The SAMINOR 2 Clinical Survey"""" Siri, et. al.",NA,NA,NA,47.9508,15.468,NA,NA,171.8258,97.427,Uralic_Ancestry
SMI3,SMI5-A,Ashley,Sami,F,40,40-79,79,57.9,1195,,Ashley,SMI5,Sami,Sami,,,,Norway,Tundra,Norway,60.472,8.4689,Europe,NA,NA,"""""Distribution of risk factors for cardiovascular disease and the estimated 10-year risk of acute myocardial infarction or cerebral stroke in Sami and non-Sami populations: The SAMINOR 2 Clinical Survey"""" Siri, et. al.",NA,NA,NA,56.0715,15.468,NA,NA,147.0262,79.713,Uralic_Ancestry
SMI5-B,SMI5-B,Ashley,Non-Sami,M,40,40-79,79,59.4,1372,,Ashley,SMI5,non-Sami,Norwegian,,,,Norway,Tundra,Norway,60.472,8.4689,Europe,NA,NA,"""""Distribution of risk factors for cardiovascular disease and the estimated 10-year risk of acute myocardial infarction or cerebral stroke in Sami and non-Sami populations: The SAMINOR 2 Clinical Survey"""" Siri, et. al.",NA,NA,NA,49.8843,15.468,NA,NA,159.426,97.427,NA
SMI5-B,SMI5-B,Ashley,Non-Sami,F,40,40-79,79,58.6,1777,,Ashley,SMI5,non-Sami,Norwegian,,,,Norway,Tundra,Norway,60.472,8.4689,Europe,NA,NA,"""""Distribution of risk factors for cardiovascular disease and the estimated 10-year risk of acute myocardial infarction or cerebral stroke in Sami and non-Sami populations: The SAMINOR 2 Clinical Survey"""" Siri, et. al.",NA,NA,NA,59.9385,19.335,NA,NA,135.5121,79.713,NA
SOM1,SOM1,Victoria,Somali,F,30,30-64,64,NA,142,Somali,Victoria,RUS1_SOM1_KUR1,Somali,Somali,migrant population; largest refugee group,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Semi-acculturated,,185.616,NA,NA,50.271,NA,NA,NA,NA,NA,SA_Indegenous
SOM1,SOM1,Victoria,Somali,M,30,30-64,64,NA,80,Somali,Victoria,RUS1_SOM1_KUR1,Somali,Somali,migrant population; largest refugee group,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Semi-acculturated,,193.35,NA,NA,46.404,NA,NA,NA,NA,NA,SA_Indegenous
SPA,SPA,BENJA,Spain,Overall,NA,NA,NA,NA,51462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,Overall,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186196,211.01,40.97,NA,52.7,13.94,126.2,34.33,149.69,100.01,EUROPEAN
SWU1,SWU1,FION,South Western Uganda,M,20,20-29,,NA,558,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",119.877,NA,NA,34.803,NA,69.606,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,M,30,30-39,,NA,455,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",135.345,NA,NA,38.67,NA,77.34,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,M,40,40-49,,NA,407,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",139.212,NA,NA,42.537,NA,73.473,NA,NA,NA,Bantu
