"StudyID","Who","Population","Sex","HDL_Chol","SerumLevel","Age_LL","Age","Age_UL","Mean_Age","SD","N","N_Assumed","SL_SD","SL_SE","SL_Units","HDL_SD","HDL_Units","NonHDL_C","NonH_Units","LDL_Chol","LDL_SD","LDL_Units","Hypercholesterolemia_Prev","Triglyceride_Chol","Triglyceride_SD","Triglyceride_Units","Apo_A1","AA_Units","ApoB","ApoB_SD","AB_Units","Lp_a","Lpa_Units","Population_pop","Who_pop","Article_link","CrudeName","EthnicGroup","EthnicGroup_Notes","Subpopulation","Other_Classification","Location","Biome","Country","Lattitude","Longitude","Region","Sedentary","AcculturationLevel","ReferenceSource","SerumLevel_mg_dL","SL_SD_mg_dL","SL_SE_mg_dL","HDL_Chol_mg_dL","HDL_SD_mg_dL","LDL_Chol_mg_dL","LDL_SD_mg_dL","Triglyceride_Chol_mg_dL","Triglyceride_SD_mg_dL","Ancestry","Heritability","ANCESTRY","study_ID_Ancestry"
"FIN2-F","Claire","Finns","F",NA,245,"30","30-39","39","262",NA,"447","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-F","Claire","Finns","M",NA,NA,"70","70<","","259",NA,"1309","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-F","Claire","Finns","M",NA,233,"20","20-29","29","259",NA,"1309","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-F","Claire","Finns","M",NA,263,"30","30-39","39","259",NA,"1309","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-F","Claire","Finns","M",NA,284,"60","60-69","69","259",NA,"1309","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-F","Claire","Finns","M",NA,276,"40","40-49","49","259",NA,"1309","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kuusankoski","Kuusankoski","","South Industrial","","South finland","alpine/Tundra","Finland","60.9069","26.6244","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,250,"15","15-19","19","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,295,"50","50-59","59","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,312,"60","60-69","69","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,NA,"70","70<","","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,254,"30","30-39","39","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,286,"50","50-59","59","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,263,"30","30-39","39","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,273,"60","60-69","69","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,240,"20","20-29","29","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,213,"15","15-19","19","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","F",NA,276,"40","40-49","49","267",NA,"353","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,NA,"70","70<","","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,282,"40","40-49","49","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FIN2-G","Claire","Finns","M",NA,234,"20","20-29","29","261",NA,"1571","Y",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Finns","Claire","FIN2","Kajaani","Kajaani","","East Industrial","","East Finland","alpine/Tundra","Finland","64.2222","27.7278","northern Europe",NA,"Integrated","""""Serum Cholesterol and Triglyceride Concentrations of Finns and Finnish Lapps""""",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uralic_Ancestry","FIN1-A"
"FUL1","FION","Fulani","F",1.07,3.5,"15","15-77","77",NA,NA,"79","N",0.73,NA,"mmol/L",0.27,"mmol/L",NA,"",1.88,0.52,"mmol/L",NA,1.19,0.54,"mmol/L",NA,"",NA,"","",NA,"","Fulani","FION, ASHLEY","","","Fulani","D place name and title name match","Tum; Fwil; Vweng; Chugwi","","Jos Plateau","Temperate Shrubland","Nigeria","9.081999","8.675277","Africa","Nomadic","Unacculturated","Glew, Robert H, et al. “Cardiovascular Disease Risk Factors and Diet of Fulani Pastoralists of Northern Nigeria.” The American Journal of Clinical Nutrition, vol. 74, no. 6, 2001, pp. 730–736., doi:10.1093/ajcn/74.6.730.",135.345,28.2291,NA,41.3769,10.4409,72.6996,20.1084,105.3983,47.8278,NA,NA,"West_African","FUL1"
"FUL1","FION","Fulani","M",0.88,3.5,"18","18-64","64",NA,NA,"42","N",0.8,NA,"mmol/L",0.27,"mmol/L",NA,"",1.84,0.7,"mmol/L",NA,1.62,0.89,"mmol/L",NA,"",NA,"","",NA,"","Fulani","FION, ASHLEY","","","Fulani","D place name and title name match","Tum; Fwil; Vweng; Chugwi","","Jos Plateau","Temperate Shrubland","Nigeria","9.081999","8.675277","Africa","Nomadic","Unacculturated","Glew, Robert H, et al. “Cardiovascular Disease Risk Factors and Diet of Fulani Pastoralists of Northern Nigeria.” The American Journal of Clinical Nutrition, vol. 74, no. 6, 2001, pp. 730–736., doi:10.1093/ajcn/74.6.730.",135.345,30.936,NA,34.0296,10.4409,71.1528,27.069,143.4834,78.8273,NA,NA,"West_African","FUL1"
"FUL2","Phoebe","Fulani","M",33.9,136,"","","",NA,NA,"41","N",31.3,NA,"mg/dL",10.8,"mg/dl",NA,"",71,26.5,"mg/dl",NA,143,79.2,"mg/dl",NA,"",NA,"","",NA,"","Fulani","Phoebe","","Fulani","Fulani","","","rural","Fulani","Temperate Shrubland","Northern Nigeria","9.081999","8.675277","Africa","Nomadic","Unacculturated","Serum Lipid Profiles and Risk of Cardiovascular Disease in Three Different Male Population in Northern Nigeria",136,31.3,NA,33.9,10.8,71,26.5,143,79.2,NA,NA,"West_African","FUL1"
"FUL3","Ashley","Fulani","M",1.35,NA,"","","","41.9","14","122","N",NA,NA,"",0.26,"mmol/L",NA,"",1.6,0.8,"mmol/L",NA,1.17,0.43,"mmol/L",NA,"",NA,"","",NA,"","Fulani","Ashley","FUL3","Fulani","Fulani","Speaks dialects of a Niger-Congo language","Includes nomadic, semi-nomadic, and settled Fulani","","Kano, Nigeria","Savanna","Nigeria","12.0022","8.592","West Africa","Nomadic","Unacculturated","""""Hypertension and other cardiovasculuar risk factors in a semi-nomadic Fulani population in Kano, Nigeria"""" Karaye, et. al.",NA,NA,NA,52.2045,10.0542,61.872,30.936,103.6269,38.0851,NA,NA,"West_African","FUL1"
"FUL3","Ashley","Fulani","F",1.39,NA,"","","","37.8","14.5","92","N",NA,NA,"",0.3,"mmol/L",NA,"",1.9,0.7,"mmol/L",NA,1.18,0.45,"mmol/L",NA,"",NA,"","",NA,"","Fulani","Ashley","FUL3","Fulani","Fulani","Speaks dialects of a Niger-Congo language","Includes nomadic, semi-nomadic, and settled Fulani","","Kano, Nigeria","Savanna","Nigeria","12.0022","8.592","West Africa","Nomadic","Unacculturated","""""Hypertension and other cardiovasculuar risk factors in a semi-nomadic Fulani population in Kano, Nigeria"""" Karaye, et. al.",NA,NA,NA,53.7513,11.601,73.473,27.069,104.5126,39.8565,NA,NA,"West_African","FUL1"
"GAM1-A","Phoebe","Gambian","M",NA,4.1,"","","","31.7","14.8","1028","N",1.1,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.68",NA,0.39,"mmol/L",NA,"",NA,"","",NA,"","Gambian","Phoebe","GAM1","Gambian","Gambian","","","urban","capital Banjul","Savanna","Gambia","13.4432","-15.3101","West Africa",NA,NA,"Blood pressure patterns and cardiovascular risk factors in rural and urban Gambian communities",158.547,42.537,NA,NA,NA,NA,NA,NA,34.5423,NA,NA,"West_African","GAM1"
"GAM1-A","Phoebe","Gambian","F",NA,4.6,"","","","33.7","15.9","1138","N",1.2,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.68",NA,0.44,"mmol/L",NA,"",NA,"","",NA,"","Gambian","Phoebe","GAM1","Gambian","Gambian","","","urban","capital Banjul","Savanna","Gambia","13.4432","-15.3101","West Africa",NA,NA,"Blood pressure patterns and cardiovascular risk factors in rural and urban Gambian communities",177.882,46.404,NA,NA,NA,NA,NA,NA,38.9708,NA,NA,"West_African","GAM1"
"GAM1-B","Phoebe","Gambian","F",NA,3.9,"","","","37.2","16.4","2023","N",0.9,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.76",NA,0.37,"mmol/L",NA,"",NA,"","",NA,"","Gambian","Phoebe","GAM1","Gambian","Gambian","","","rural","Farafenni","Savanna","Gambia","13.4432","-15.3101","West Africa",NA,NA,"Blood pressure patterns and cardiovascular risk factors in rural and urban Gambian communities",150.813,34.803,NA,NA,NA,NA,NA,NA,32.7709,NA,NA,"West_African","GAM1"
"GAM1-B","Phoebe","Gambian","M",NA,3.6,"","","","38.5","18.4","1200","N",0.9,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.81",NA,0.37,"mmol/L",NA,"",NA,"","",NA,"","Gambian","Phoebe","GAM1","Gambian","Gambian","","","rural","Farafenni","Savanna","Gambia","13.4432","-15.3101","West Africa",NA,NA,"Blood pressure patterns and cardiovascular risk factors in rural and urban Gambian communities",139.212,34.803,NA,NA,NA,NA,NA,NA,32.7709,NA,NA,"West_African","GAM1"
"GHA3","Phoebe","Ghanaians","F",NA,NA,"","","","54.8","11.5","589","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Ghanaians","Phoebe","","Ghanaians","Ghanaians","","","","Ashanti","tropical","Ghana","6.74","-1.52","West Africa",NA,"Integrated","Pulse Pressure Relationships with Demographics and Kidney Function in Ashanti, Ghana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GHA3","Phoebe","Ghanaians","M",NA,NA,"","","","54.5","10.7","355","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Ghanaians","Phoebe","","Ghanaians","Ghanaians","","","","Ashanti","tropical","Ghana","6.74","-1.52","West Africa",NA,"Integrated","Pulse Pressure Relationships with Demographics and Kidney Function in Ashanti, Ghana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GHA4","Phoebe","Ghanaian","F",NA,3.24,"56","56-74","74",NA,NA,"172","N",NA,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.95",NA,NA,"mmol/l",NA,"","0.58","","g/l",NA,"","Ghanaian","Phoebe","GHA4","Ghanaian","Ghanaian","","","","Garu-Tempane District","Desert","Ghana","10.7548","-0.187","Africa",NA,"Unacculturated","Risk of Cardiovascular Disease in a Traditional African Population with a High Infectious Load: A Population-Based Study.pdf",125.2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West_African","GHA4"
"GHA4","Phoebe","Ghanaian","M",NA,3.04,"56","56-74","74",NA,NA,"94","N",NA,NA,"mmol/L",NA,"",NA,"",NA,NA,"","0.8",NA,NA,"mmol/l",NA,"","0.54","","g/l",NA,"","Ghanaian","Phoebe","GHA4","Ghanaian","Ghanaian","","","","Garu-Tempane District","Desert","Ghana","10.7548","-0.187","Africa",NA,"Unacculturated","Risk of Cardiovascular Disease in a Traditional African Population with a High Infectious Load: A Population-Based Study.pdf",117.5568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West_African","GHA4"
"GHA6","Ashley","Ghanaians","F",1.4,NA,"40","40+","",NA,NA,"10","N",NA,NA,"",0.2,"mmol/L",NA,"",3.4,0.8,"mmol/L",NA,0.9,0.3,"mmol/L",NA,"",NA,"","",NA,"","Ghanaians","Phoebe","GHA6","Ghanaians","Ghanaians","","","","Ashanti","tropical","Ghana","6.74","-1.52","West Africa",NA,"Integrated","Diabetes in Ghana: a community based prevalence study in Greater Accra",NA,NA,NA,54.138,7.734,131.478,30.936,79.713,26.571,NA,NA,NA,NA
"GHA6","Ashley","Ghanaians","M",1.4,NA,"40","40+","",NA,NA,"150","N",NA,NA,"",0.4,"mmol/L",NA,"",2.9,1,"mmol/L",NA,1.1,0.7,"mmol/L",NA,"",NA,"","",NA,"","Ghanaians","Phoebe","GHA6","Ghanaians","Ghanaians","","","","Ashanti","tropical","Ghana","6.74","-1.52","West Africa",NA,"Integrated","Diabetes in Ghana: a community based prevalence study in Greater Accra",NA,NA,NA,54.138,15.468,112.143,38.67,97.427,61.999,NA,NA,NA,NA
"GHA9-A","Emily","Urban Ashanti","M/F",1,5,"20","20+","","49",NA,"312","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.4,NA,"mmol/l",NA,1.2,NA,"mmol/l",NA,"",NA,"","",NA,"","Ghanian","Victoria","GHA9-A","Ghanian","Ghanian","Kumasi, among largest metropolitan areas of Ghana and second most populous (commercial, industrial and cultural capital of Ashanti Region)","","Urban","Ashanti region of Ghana","Tropical Rainforest","Ghana","6.6666","-1.6163","Africa","Yes",NA,"",193.35,NA,NA,38.67,NA,131.478,NA,106.284,NA,NA,NA,"West_African","GHA11"
"GHA9-B","Emily","Rural Ashanti","M/F",1,4.8,"20","20+","","50",NA,"360","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.1,NA,"mmol/l",NA,1.35,NA,"mmol/l",NA,"",NA,"","",NA,"","Ghanian","Victoria","GHA9-B","Ghanian","Ghanian","Jachie-Pramso, village with a clustered human settlement (located in Bosomtwe district of Ashanti region)","","Rural","Ashanti region of Ghana","Tropical Rainforest","Ghana","6.5337","-1.4048","Africa","Yes",NA,"",185.616,NA,NA,38.67,NA,119.877,NA,119.5695,NA,NA,NA,"West_African","GHA10"
"GRIN1","FION","Greenland Inuit","M",1.52,NA,"18","18+","",NA,NA,"278","Y",NA,NA,"",NA,"mmol/L",NA,"",3.77,NA,"mmol/L",NA,1.17,NA,"mmol/L",NA,"",NA,"","",NA,"","Greenland Inuit","FION, ASHLEY","","Eskimos","Inuit","Should I specify region?","Nuuk; Qasigiannguit","and four Villages in the district of Uummannaq","West Greenland (Nuuk, Qasigiannguit, and Uumannaq)","Arctic-Alpine desert","Greenland","71.7069","-53","North America","Yes","Integrated","Jorgensen, M. E., Bjerregaard, P., Kjaergaard, J. J., & Borch-Johnsen, K. (2008). High prevalence of markers of coronary heart disease among Greenland Inuit. Atherosclerosis, 196(2), 772-778.",NA,NA,NA,58.7784,NA,145.7859,NA,103.6269,NA,NA,NA,"Circumpolar","ESK5-A"
"GRIN1","FION","Greenland Inuit","F",1.69,NA,"18","18+","",NA,NA,"278","Y",NA,NA,"",NA,"mmol/L",NA,"",3.51,NA,"mmol/L",NA,1.12,NA,"mmol/L",NA,"",NA,"","",NA,"","Greenland Inuit","FION, ASHLEY","","Eskimos","Inuit","Should I specify region?","Nuuk; Qasigiannguit","and four Villages in the district of Uummannaq","West Greenland (Nuuk, Qasigiannguit, and Uumannaq)","Arctic-Alpine desert","Greenland","71.7069","-53","North America","Yes","Integrated","Jorgensen, M. E., Bjerregaard, P., Kjaergaard, J. J., & Borch-Johnsen, K. (2008). High prevalence of markers of coronary heart disease among Greenland Inuit. Atherosclerosis, 196(2), 772-778.",NA,NA,NA,65.3523,NA,135.7317,NA,99.1984,NA,NA,NA,"Circumpolar","ESK5-A"
"GUA1-A","EM","Maya","F",NA,156,"30","30-39","39",NA,NA,"15","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","M",NA,144,"40","40-49","49",NA,NA,"18","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","F",NA,147,"20","20-29","29",NA,NA,"22","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","M",NA,143,"30","30-39","39",NA,NA,"34","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","F",NA,172,"40","40-49","49",NA,NA,"11","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","F",NA,138,"50","50-59","59",NA,NA,"9","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
"GUA1-A","EM","Maya","M",NA,139,"20","20-29","29",NA,NA,"13","N",NA,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Maya","EM","GUA1","Maya","Maya","""""predominantly Mayan Indian origin""""","","Rural","Rural highland villages of Guatemala","Tropical Rainforest","Guatemala","15.73","-91.57","Central America",NA,NA,"""""The Serum Lipoprotein and Cholesterol Concentrations of Central and North Americans with Different Dietary Habits"""" Mann et. al",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA_Indegenous","GUA1-A"
