Who,StudyID,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,SD,N,N_Assumed ,SerumLevel,SL_SD,SL_SE,SL_Units,HDL_Chol,HDL_SD,HDL_Units,NonHDL_C,NonH_Units,LDL_Chol,LDL_SD,LDL_Units,Hypercholesterolemia_Prev,Triglyceride_Chol,Triglyceride_SD,Triglyceride_Units,Apo_A1,AA_Units,ApoB,ApoB_SD,AB_Units,Lp_a,Lpa_Units,,,
EM,RIC1-A,Costa Rican,M,51,51-65,65,,,36,N,182,,,mg/dL,40,,mg/dl,,,111,,mg/dl,,182,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-A,Costa Rican,M,36,36-50,50,,,38,N,179,,,mg/dL,43,,mg/dl,,,110,,mg/dl,,132,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-A,Costa Rican,F,36,36-50,50,,,44,N,181,,,mg/dL,44,,mg/dl,,,116,,mg/dl,,131,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-A,Costa Rican,F,51,51-65,65,,,32,N,203,,,mg/dL,46,,mg/dl,,,124,,mg/dl,,168,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-A ,Costa Rican,F,20,20-35,35,,,47,N,167,,,mg/dL,45,,mg/dl,,,109,,mg/dl,,98,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,M,36,36-50,50,,,33,N,197,,,mg/dL,37,,mg/dl,,,120,,mg/dl,,204,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,M,51,51-65,65,,,29,N,189,,,mg/dL,38,,mg/dl,,,110,,mg/dl,,232,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,M,20,20-35,35,,,49,N,175,,,mg/dL,41,,mg/dl,,,107,,mg/dl,,150,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,F,20,20-35,35,,,41,N,174,,,mg/dL,43,,mg/dl,,,109,,mg/dl,,107,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,F,36,36-50,50,,,50,N,186,,,mg/dL,44,,mg/dl,,,116,,mg/dl,,129,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
EM,RIC1-B,Costa Rican,F,51,51-65,65,,,29,N,206,,,mg/dL,47,,mg/dl,,,124,,mg/dl,,170,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
Victoria,RUS1,Russian,M,30,30-64,64,,,111,N,5.3,,,mmol/L,1.3,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,RUS1,Russian,F,30,30-64,64,,,217,N,5.3,,,mmol/L,1.6,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,RUS1,Russian,M,30,30-64,64,,,109,N,,,,,,,,,,3.3,,mmol/l,,1.4,,mmol/l,,,,,,,,,,
Victoria,RUS1,Russian,F,30,30-64,64,,,207,N,,,,,,,,,,3.2,,mmol/l,,1,,mmol/l,,,,,,,,,,
Phoebe ,SAM3-A,Samoans ,M,,,,14.9,1.9,123,N,,,,,1.07,0.3,mmol/L,,,,,,,1.34,1.4,mmol/L,,,,,,,,Gilford impact 400 computer directed analyzer,,
Phoebe ,SAM3-A,Samoans ,F,,,,14.68,1.8,114,N,,,,,1.1,0.2,mmol/L,,,,,,,1.12,0.5,mmol/L,,,,,,,,Gilford impact 400 computer directed analyzer,,
Phoebe ,SAM3-B,Samoans ,M,,,,14.76,1.8,90,N,,,,,1.28,0.3,mmol/L,,,,,,,0.83,0.3,mmol/L,,,,,,,,Gilford impact 400 computer directed analyzer,,
Phoebe ,SAM3-B,Samoans ,F,,,,14.83,1.8,109,N,,,,,1.3,0.3,mmol/L,,,,,,,0.96,0.4,mmol/L,,,,,,,,Gilford impact 400 computer directed analyzer,,
AYANA,SHA1-A,Shaur,M,15,15-90,,40.2,15.7,85,N,167,35.6,,mg/dL,52.1,14,mg/dL,,,,,,,139.3,81,mg/dL,,,,,,,,,,
AYANA,SHA1-A,Shaur,F,15,15-90,,35.2,15.4,142,N,186.4,44,,mg/dL,57.1,14.1,mg/dL,,,,,,,118.4,63.4,mg/dL,,,,,,,,,,
AYANA,SHA1-A,Shaur,M,15,15-90,,40.2,15.7,73,N,,,,,,,,,,85.2,24.4,mg/dL,,,,,,,,,,,,,,
AYANA,SHA1-A,Shaur,F,15,15-90,,35.2,15.4,125,N,,,,,,,,,,106.8,31.3,mg/dL,,,,,,,,,,,,,,
AYANA,SHA1-B,Shaur,M,15,15-90,,39.7,15.1,35,N,150.7,34.9,,mg/dL,38.2,9.4,mg/dL,,,,,,,142.5,103.7,mg/dL,,,,,,,,,,
AYANA,SHA1-B,Shaur,F,15,15-90,,36.2,14.8,53,N,154.7,36.7,,mg/dL,42.9,14.4,mg/dL,,,,,,,118.8,71.5,mg/dL,,,,,,,,,,
AYANA,SHA1-B,Shaur,M,15,15-90,,39.7,15.1,24,N,,,,,,,,,,90.1,25.3,mg/dL,,,,,,,,,,,,,,
AYANA,SHA1-B,Shaur,F,15,15-90,,36.2,14.8,43,N,,,,,,,,,,88.6,26.3,mg/dL,,,,,,,,,,,,,,
AYANA,SHU1-A,Shuar,F,20,20-61,,32,2.2,26,N,4.5,,0.7,mmol/L,,,,,,,,,,1.7,0.6,mmol/L,,,,,,,,Blood triglycerides and total cholesterol were analyzed by use of a paper strip,,
AYANA,SHU1-B,Shuar,F,20,20-61,,36.9,2.1,33,N,4.5,,0.4,mmol/L,,,,,,,,,,2.3,1,mmol/L,,,,,,,,Blood triglycerides and total cholesterol were analyzed by use of a paper strip,,
"EM,BEVERLY",SID1-A,South Indian,M/F,20,,,48,14,479,N,4.92,1.03,,mmol/L,,,,,,,,,24.2,1.5,0.9,mmol/l,,,,,,,,CIBA Corning Express Plus Auto Analyser,,
"EM,BEVERLY",SID1-B,South Indian,M/F,20,,,38,15,783,N,4.28,0.95,,mmol/L,,,,,,,,,14.2,1.27,0.79,mmol/l,,,,,,,,CIBA Corning Express Plus Auto Analyser,,
Emily,SMI1-A,Sami (Reindeer herding),M,,,,45.5,,93,N,6,1.1,,mmol/L,1.2,0.3,mmol/L,,,4.4,0.9,mmol/L,,1.5,1.1,mmol/L,,,,,,,,,,
Emily,SMI1-A,Sami (Reindeer herding),F,,,,46.4,,77,N,5.7,1.1,,mmol/L,1.4,0.3,mmol/L,,,3.9,1.1,mmol/L,,1.2,0.5,mmol/L,,,,,,,,,,
Emily,SMI1-B,Sami (Non-reindeer herding),M,,,,42.1,,183,N,5.7,1.4,,mmol/L,1.3,0.7,mmol/L,,,4.1,1.4,mmol/L,,1.5,0.7,mmol/L,,,,,,,,,,
Emily,SMI1-B,Sami (Non-reindeer herding),F,,,,44.9,,258,N,5.7,1.3,,mmol/L,1.4,0.4,mmol/L,,,3.8,1.2,mmol/L,,1.3,0.8,mmol/L,,,,,,,,,,
Emily,SMI3,Sami,M,36,36-79,79,55,,2559,N,5.98,,,mmol/L,1.27,,mmol/L,,,3.87,,mmol/L,,1.86,,mmol/L,,,,,,,,,,
Emily,SMI3,Sami,F,36,36-79,79,54.2,,2581,N,5.98,,,mmol/L,1.45,,mmol/L,,,3.82,,mmol/L,,1.54,,mmol/L,,,,,,,,,,
Ashley,SMI5-A,Sami,M,40,40-79,79,58.8,10.1,974,N,,,,,1.24,0.4,mmol/L,,,,,,,1.94,1.1,mmol/L,,,,,,,,,,
Ashley,SMI5-A,Sami,F,40,40-79,79,57.9,10.2,1195,N,,,,,1.45,0.4,mmol/L,,,,,,,1.66,0.9,mmol/L,,,,,,,,,,
Ashley,SMI5-B,Non-Sami,M,40,40-79,79,59.4,10.2,1372,N,,,,,1.29,0.4,mmol/L,,,,,,,1.8,1.1,mmol/L,,,,,,,,,,
Ashley,SMI5-B,Non-Sami,F,40,40-79,79,58.6,10.6,1777,N,,,,,1.55,0.5,mmol/L,,,,,,,1.53,0.9,mmol/L,,,,,,,,,,
EM,SMU1,Samburu,M,14,14-19,19,,,22,N,201,43,,mg/dL,,,,,,,,,,121,43,mg/100mL,,,,,,,,,,
EM,SMU1,Samburu,M,20,20-29,29,,,45,N,179,34,,mg/dL,,,,,,,,,,120,43,mg/100mL,,,,,,,,,,
EM,SMU1,Samburu,M,30,30-39,39,,,21,N,198,33,,mg/dL,,,,,,,,,,104,28,mg/100mL,,,,,,,,,,
EM,SMU1,Samburu,M,40,40-49,49,,,43,N,193,48,,mg/dL,,,,,,,,,,115,51,mg/100mL,,,,,,,,,,
EM,SMU1,Samburu,M,50,50-59,59,,,34,N,191,42,,mg/dL,,,,,,,,,,119,38,mg/100mL,,,,,,,,,,
EM,SMU1,Samburu,M,60,,,,,17,N,192,51,,mg/dL,,,,,,,,,,136,74,mg/100mL,,,,,,,,,,
Ashley,SMU2-A,Samburu,M,16,16-31,31,26,,102,N,,,,,,,,,,,,,,85.3,39.8,mg/100mL,,,,,,,,"Light tourniquet applied, 20 mL of venous blood was collected into dry anticoagulant using a hypodermic needle, the blood was kept in a refrigerator and centrifuged in the evening",,
Ashley,SMU2-B,Samburu,M,34,34-80,80,46,,99,N,,,,,,,,,,,,,,84.7,23.9,mg/100mL,,,,,,,,"Light tourniquet applied, 20 mL of venous blood was collected into dry anticoagulant using a hypodermic needle, the blood was kept in a refrigerator and centrifuged in the evening",,
ABIGAIL,SOL1-A,Nasioi,F,15,>15,,,,63,N,165,32.9,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-A ,Nasioi,M,15,>15,,,,59,N,155,33.5,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-B,Nagovisi,M,15,>15,,,,109,N,161,35.1,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-B,Nagovisi,F,15,>15,,,,101,N,162,35.2,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-C,Aita,M,15,>15,,,,81,N,135,29.1,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-C,Aita,F,15,>15,,,,88,N,142,30.2,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-D,Kwaio,M,15,>15,,,,127,N,114,28.7,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-D,Kwaio,F,15,>15,,,,114,N,125,31.6,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-E,Lau,M,15,>15,,,,77,N,149,27,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-E,Lau,F,15,>15,,,,101,N,160,30.7,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-F,Baegu,M,15,>15,,,,126,N,115,26.9,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL,SOL1-F,Baegu,F,15,>15,,,,111,N,119,28.5,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,SOM1,Somali,M,30,30-64,64,,,80,N,5,,,mmol/L,1.2,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,SOM1,Somali,F,30,30-64,64,,,142,N,4.8,,,mmol/L,1.3,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,SOM1,Somali,M,30,30-64,64,,,78,N,,,,,,,,,,3.3,,mmol/l,,1.2,,mmol/l,,,,,,,,,,
Victoria,SOM1,Somali,F,30,30-64,64,,,138,N,,,,,,,,,,3,,mmol/l,,1,,mmol/l,,,,,,,,,,
"FION,BEVERLY",SWU1,South Western Uganda,M,13,13-19,,,,1085,N,2.9,,,mmol/L,0.8,,mmol/L,,,1.7,,mmol/L,3,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,M,20,20-29,,,,558,N,3.1,,,mmol/L,0.9,,mmol/L,,,1.8,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
"FION, BEVERLY",SWU1,South Western Uganda,F,13,13-19,,,,1013,N,3.3,,,mmol/L,0.9,,mmol/L,,,1.9,,mmol/L,7,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,M,30,30-39,,,,455,N,3.5,,,mmol/L,1,,mmol/L,,,2,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,F,20,20-29,,,,711,N,3.5,,,mmol/L,1,,mmol/L,,,2,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,M,40,40-49,,,,407,N,3.6,,,mmol/L,1.1,,mmol/L,,,1.9,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
"FION, BEVERLY",SWU1,South Western Uganda,M,50,50+,,,,566,N,3.7,,,mmol/L,1.1,,mmol/L,,,2,,mmol/L,3,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,F,30,30-39,,,,679,N,3.7,,,mmol/L,1.1,,mmol/L,,,2.1,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,F,40,40-49,,,,551,N,3.8,,,mmol/L,1.1,,mmol/L,,,2.2,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
FION,SWU1,South Western Uganda,F,50,50+,,,,842,N,4.2,,,mmol/L,1.1,,mmol/L,,,2.5,,mmol/L,,,,,,,,,,,,"Cobas Integra 400 plus chemistry analyser to determine HbA1c from whole-blood samples, and lipid profiles",,
Phoebe,TAI1-A,Hakaas,M,,,,65,17.1,204,N,206.3,84.3,,mg/dL,,,,,,,,,151.2,,61.6,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
Phoebe,TAI1-A,Hakaas,F,,,,64.5,6.5,264,N,220.6,81.6,,mg/dL,,,,,,,,,143.1,,59.6,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
Phoebe,TAI1-B,Fukiens,M,,,,63.5,5.4,182,N,203.4,28.3,,mg/dL,,,,,,,,,127.7,,58.8,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
Phoebe,TAI1-B,Fukiens,F,,,,64.5,6.5,258,N,209.1,61.9,,mg/dL,,,,,,,,,129.1,,57.8,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
Phoebe,TAI1-C,Taiwanese aborigines,M,,,,62,13.6,154,N,188.2,74.4,,mg/dL,,,,,,,,,175.6,,67.6,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
Phoebe,TAI1-C,Taiwanese aborigines,F,,,,63,22.5,258,N,209.8,38,,mg/dL,,,,,,,,,185,,68.9,mg/dl,,,,,,,,total cholesterol [8] and triglycerides determined by enzymatic methods (Boehringer Mannheim) [9].,,
AYANA,TAN1-A,Masai,M/F,30,30-60,,,,130,N,3.89,0.94,,mmol/L,1.08,0.32,mmol/L,,,2.19,0.74,mmol/L,,1.36,0.61,mmol/L,106.96,mg/ 100ml,76.42,mg/ 100ml,,,,,,
AYANA,TAN1-B,Bantu ,M/F,30,30-60,,,,371,N,3.6,1.07,,mmol/L,0.91,0.33,mmol/L,,,2.03,0.89,mmol/L,,1.45,0.67,mmol/L,96.88,mg/ 100ml,77.18,mg/ 100ml,,,,,,
AYANA,TAN1-C,Bantu ,M/F,30,30-60,,,,484,N,4.5,1.05,,mmol/L,1.08,0.33,mmol/L,,,2.69,0.94,mmol/L,,1.61,1.13,mmol/L,109.8,mg/ 100ml,85.74,mg/ 100ml,,,,,,
Ashley,TAN5,Tanzanian,M,,,,26.1,2.7,48,N,,,,,,,,,,,,,4.2,,,,,,,,,,,,,
Ashley,TAN5,Tanzanian,M,,,,36.1,4.5,49,N,,,,,,,,,,,,,4.1,,,,,,,,,,,,,
Gisele,TAN7-A,Tanzanian,M,30,30-60,60,42,7.8,259,N,4.5,1.1,,mmol/L,1.1,0.3,mmol/L,,,2.7,1,mmol/L,,1.8,1.2,mmol/L,106,mg/100ml,87.6,29.5,mg/100ml,,,,,
Gisele,TAN7-A,Tanzanian,F,30,30-60,60,41.2,8.2,225,N,4.5,1,,mmol/L,1.2,0.3,mmol/L,,,2.7,0.9,mmol/L,,1.4,1,mmol/L,114.2,mg/100ml,83.6,24.6,mg/100ml,,,,,
Gisele,TAN7-B,Tanzanian,M,30,30-60,60,46,9.2,245,N,3.6,1,,mmol/L,0.9,0.3,mmol/L,,,2,0.8,mmol/L,,1.5,0.8,mmol/L,95.5,mg/100ml,76,24.6,mg/100ml,,,,,
Gisele,TAN7-B,Tanzanian,F,30,30-60,60,45.1,9.3,256,N,3.8,1.1,,mmol/L,1,0.4,mmol/L,,,2.1,0.9,mmol/L,,1.4,0.6,mmol/L,103.3,mg/100ml,77.9,23.8,mg/100ml,,,,,
FION,TARA1,Tarahumara Indians,M,19,19-70,70,,,149,N,136,27,,mg/dL,26,7,mg/dL,,,87,22,mg/dL,,134,,mg/dL,,,,,,,,"Venous blood drawn into EDTA vacuum, centrifuge and plasma frozen, analyzed through AA-II autoanalyzer technique",,
FION,TARA1,Tarahumara Indians,F,19,19-70,70,,,108,N,139,30,,mg/dL,28,14,mg/dL,,,89,14,mg/dL,,141,,mg/dL,,,,,,,,"Venous blood drawn into EDTA vacuum, centrifuge and plasma frozen, analyzed through AA-II autoanalyzer technique",,
FION,TARA1,Tarahumara Indians,F,6,18-Jun,18,,,104,N,117,25,,mg/dL,30,11,mg/dL,,,90,16,mg/dL,,143,,mg/dL,,,,,,,,"Venous blood drawn into EDTA vacuum, centrifuge and plasma frozen, analyzed through AA-II autoanalyzer technique",,
FION,TARA1 ,Tarahumara Indians,M,5,18-May,18,,,118,N,115,19,,mg/dL,23,8,mg/dL,,,75,15,mg/dL,,118,,mg/dL,,,,,,,,"Venous blood drawn into EDTA vacuum, centrifuge and plasma frozen, analyzed through AA-II autoanalyzer technique",,
EM,TARA2,Tarahumara,M/F,12,Dec-35,35,,,12,N,121,5,,mg/dL,32,2,mg/dl,,,72,3,mg/dl,,91,8,mg/dl,,,,,,,,,,
Ashley,TARA3,Tarahumara Indians,M,20,20-45,45,,,8,N,,,,,31,3,mg/dl,,,72,4,mg/dl,,96,12,mg/dL,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,15,15-19,19,,,38,N,,,,,,,,,,,,,,0.35,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,20,20-24,24,,,12,N,,,,,,,,,,,,,,0.44,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,25,25-34,34,,,33,N,,,,,,,,,,,,,,0.53,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,35,35-44,44,,,47,N,,,,,,,,,,,,,,0.68,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,45,45-54,54,,,43,N,,,,,,,,,,,,,,0.62,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,55,55-64,64,,,24,N,,,,,,,,,,,,,,0.63,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,15,15-19,19,,,40,N,,,,,,,,,,,,,,0.42,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,20,20-24,24,,,19,N,,,,,,,,,,,,,,0.44,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,25,25-34,34,,,44,N,,,,,,,,,,,,,,0.47,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,35,35-44,44,,,51,N,,,,,,,,,,,,,,0.57,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,45,45-54,54,,,50,N,,,,,,,,,,,,,,0.57,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,55,55-64,64,,,34,N,,,,,,,,,,,,,,0.64,,mmol/l,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,15,15-19,19,,,40,N,184.5,,6.4,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,20,20-24,24,,,13,N,195.9,,12,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,25,25-34,34,,,35,N,209.5,,6.2,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,35,35-44,44,,,48,N,215.7,,6.1,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,45,45-54,54,,,46,N,220.2,,5.4,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,M,55,55-64,64,,,24,N,217.1,,5.1,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,15,15-19,19,,,42,N,197.3,,4.1,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,20,20-24,24,,,18,N,176.1,,4,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,25,25-34,34,,,44,N,213.8,,8,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,35,35-44,44,,,53,N,222.5,,6,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,45,45-54,54,,,50,N,220.6,,5.1,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Victoria,TOK2,Tokelau 1968,F,55,55-64,64,,,38,N,245.4,,7.2,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,TOK7-A,Tokelau,M,35,35-74,74,42.38,11.67,433,N,5.49,0.92,,mmol/L,,,,,,,,,,1.05,0.73,mmol/L,,,,,,,,,,
EM,TOK7-A,Tokelau,F,35,35-75,74,41.62,12.02,374,N,5.6,1.01,,mmol/L,,,,,,,,,,0.84,0.58,mmol/L,,,,,,,,,,
EM,TOK7-B,Tokelau,M,35,35-74,74,43.29,9.47,34,N,5.65,0.88,,mmol/L,,,,,,,,,,1.26,0.6,mmol/L,,,,,,,,,,
EM,TOK7-B,Tokelau,F,35,35-75,74,45.76,11.19,50,N,5.77,0.9,,mmol/L,,,,,,,,,,1.11,0.63,mmol/L,,,,,,,,,,
Ashley,TOR1-A,Torres Strait Islanders,M,,,,36,,186,N,,,,,,,,,,,,,,2.09,,mmol/L,,,,,,,,,,
Ashley,TOR1-A,Torres Strait Islanders,F,,,,36,,183,N,,,,,,,,,,,,,,1.66,,mmol/L,,,,,,,,,,
Ashley,TOR1-B,Aboriginals,M,,,,34,,296,N,,,,,,,,,,,,,,2.76,,mmol/L,,,,,,,,,,
Ashley,TOR1-B,Aboriginals,F,,,,36,,379,N,,,,,,,,,,,,,,1.95,,mmol/L,,,,,,,,,,
Emily,TRK1,Turks,M,,,,49.1,12.6,1492,N,,,,,37.5,11.5,mg/dL,,,,,,,,,,,,,,,,,,,
Emily,TRK1,Turks,F,,,,48.8,12.6,1543,N,,,,,47.5,12.8,mg/dL,,,,,,,,,,,,,,,,,,,
Emily,TRK1,Turks,M,,,,49.1,12.6,1322,Y,,,,,,,,,,114,32,mg/dL,,,,,,,,,,,,,,
Emily,TRK1,Turks,M,,,,49.1,12.6,1240,Y,,,,,,,,,,,,,,155,97.4,mg/dL,,,,,,,,,,
Emily,TRK1,Turks,F,,,,48.8,12.6,1322,Y,,,,,,,,,,119,34,mg/dL,,,,,,,,,,,,,,
Emily,TRK1,Turks,F,,,,48.8,12.6,1240,Y,,,,,,,,,,,,,,133.6,87.6,mg/dL,,,,,,,,,,
Emily,TRK2,Turks,M,,,,50.1,12,953,N,184.6,37.6,,mg/dL,38.7,11.4,mg/dL,,,113.2,31.5,mg/dL,,125.8,1.7,mg/dL,128.9,mg/dL,114.3,35.6,mg/dL,9.54,mg/dL,,,
Emily,TRK2,Turks,F,,,,49.2,11.8,1014,N,192.6,39.9,,mg/dL,46,12.4,mg/dL,,,119.2,34.3,mg/dL,,100,1.6,mg/dL,145.3,mg/dL,113.2,35.7,mg/dL,11.4,mg/dL,,,
Gisele,TRN1,Trinidadians,M,35,35-69,69,,,1228,N,,,,,0.98,0.43,mmol/L,,,,,,,,,,,,,,,,,,,
Gisele,TRN1,Trinidadians,F,35,35-69,69,,,959,N,,,,,1.27,0.48,mmol/L,,,,,,,,,,,,,,,,,,,
Gisele,TRN1,Trinidadians,M,35,35-69,69,,,1234,N,5.79,1.26,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Gisele,TRN1,Trinidadians,M,35,35-69,69,,,1216,N,,,,,,,,,,4.18,1.08,mmol/L,,,,,,,,,,,,,,
Gisele,TRN1,Trinidadians,F,35,35-69,69,,,972,N,6.08,1.49,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Gisele,TRN1,Trinidadians,F,35,35-69,69,,,693,N,,,,,,,,,,4.24,1.14,mmol/L,,,,,,,,,,,,,,
AYANA,TSI1,Tsimane,M/F,40,40-44,,,,31,N,4,0.7,,mmol/L,1,0.2,mmol/L ,,,2.5,0.6,mmol/L,,1,0.5,mmol/L,90,mg/dL,86.4,24,mg/dL,,,,,
AYANA,TSI1,Tsimane,M/F,45,45-54,,,,298,N,3.9,0.7,,mmol/L,1,0.2,mmol/L ,,,2.4,0.7,mmol/L,,1.1,0.5,mmol/L,109.6,mg/dL,86.9,33.8,mg/dL,,,,,
AYANA,TSI1,Tsimane,M/F,55,55-64,,,,204,N,4,0.9,,mmol/L,1,0.2,mmol/L ,,,2.4,0.8,mmol/L,,1.2,0.6,mmol/L,141.1,mg/dL,109.4,47,mg/dL,,,,,
AYANA,TSI1,Tsimane,M/F,65,65-74,,,,124,N,3.9,0.8,,mmol/L,1,0.2,mmol/L ,,,2.3,0.7,mmol/L,,1.2,0.5,mmol/L,142.7,mg/dL,104.1,44,mg/dL,,,,,
AYANA,TSI1,Tsimane,M/F,75,75+,,,,48,N,3.6,0.7,,mmol/L,1,0.2,mmol/L ,,,2.1,0.7,mmol/L,,1.1,0.4,mmol/L,140.7,mg/dL,97.1,44.7,mg/dL,,,,,
AYANA,TSI2,Tsimane,M/F,70,70+,,,,65,Y,134,,5,mg/dL,35,2,mg/dL,,,72,3,mg/dL,,121,8,mg/dL,,,,,,,,,,
