BLV,Who,StudyID,Article link,CrudeName,EthnicGroup,EthnicGroup_Notes,Population,Subpopulation,Other_Classification,Location,DPlaceID,DPlaceID_2,DPlaceID_3,DPlaceID_4,DPlaceID_5,Biome,Country,Lattitude,Longitude,Region,PubDate,TimeFrame,EconBase_TOS,ECONNOTES,EconBase_TRAD,Sedentary,AcculturationLevel,Acculturation_quant,AccNotes,DietStaples,SmokingNotes,AlcoholNotes,ReferenceSource,Notes,AdditionalSources
"1,4,6",Phoebe,OJI1,,Ojibwe,Ojibwe,Specified,Ojibwe,,Little earth data only,,B331,Na37,,,,grassland,United State,44.9778,93.265,North America,1984,1980,W,wage workers,W,,acculturated,4,living in an urban environment,,,,"""Cardiovascular risk factors among urban American Indians: Blood pressure, serum lipids, smoking, diabetes, health knowledge, and behavio"" Gillum et.al",,
"1,6",Phoebe,GUI1-A,,Guineans,Guineans,,Guineans,,Rural,Fellö Koundoua-Tougué/Futa Jallon,,,,,,Tropical Rainforest,Guinea,11.86,-11.3,Western Africa,2007,2003,IA,intensive agricultural acitivity,IA,,unacculturated,1,"chosen for factors: isolation, low level of access by road, low levels of infrastructure, traditional lifestyle and diet",,,,"Diabetes and impaired fasting glucose in rural and urban populations
in Futa Jallon (Guinea): prevalence and associated risk factors",,
"1,6",Phoebe,GUI1-B,,Guineans,Guineans,,Guineans,,Urban,Labé/Futa Jallon,,,,,,Tropical Rainforest,Guinea,11.24,-12.16,Western Africa,2007,2003,W,urban setting,IA,,acculturated,4,urban ,,,,"Diabetes and impaired fasting glucose in rural and urban populations
in Futa Jallon (Guinea): prevalence and associated risk factors",,
"1,3,4,6",Phoebe,FIL2-A,,Filipino,Filipino,,Filipino,,Healthy,Cebu,,,,,,Tropical Rainforest,Philippines,10.61,123.89,Asia,2012,2005,W,urbanized,,,acculturated,4,Metropolitan,,,,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,,
"1,3,4,6",Phoebe,FIL2-B,,Filipino,Filipino,,Filipino,,High BP,Cebu,,,,,,Tropical Rainforest,Philippines,10.61,123.89,Asia,2012,2005,W,urbanized,,,acculturated,4,Metropolitan,,,,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,,
"1,3,4,6",Phoebe,FIL2-C,,Filipino,Filipino,,Filipino,,Low HDLC,Cebu,,,,,,Tropical Rainforest,Philippines,10.61,123.89,Asia,2012,2005,W,urbanized,,,acculturated,4,Metropolitan,,,,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,,
"1,3,4,6",Phoebe,FIL2-D,,Filipino,Filipino,,Filipino,,Insulin resistant,Cebu,,,,,,Tropical Rainforest,Philippines,10.61,123.89,Asia,2012,2005,W,urbanized,,,acculturated,4,Metropolitan,,,,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,,
"1,3,4,6",Phoebe,FIL2-E,,Filipino,Filipino,,Filipino,,HIgh CRP,Cebu,,,,,,Tropical Rainforest,Philippines,10.61,123.89,Asia,2012,2005,W,urbanized,,,acculturated,4,Metropolitan,,,,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,,
1,Phoebe,PUR1,,Talkote,Talkote,,Purana,,,Sigiriya,,,,,,Tropical forest,Sir-Lanka,7.95,80.76,Asia,1991,1989,,Economic base not mentioned,,,unacculturated,1,living a uniform rural lifestyle,,,,Variation with sex and age of blood pressure in the inhabitants of a “Purana” Village in Sri Lanka,,
"1,6",Phoebe,GHA1-A,,Ghanaians,Ghanaians,,Ghanaians,,rural,Ashanti,,,,,,Deciduous Forest,Ghana,6.74,-1.52,West Africa,2006,2004,AP,The main occupation was substence farming,,,unacculturated,1,rural,,,,"Rural and urban differences in blood pressure and
hypertension in Ghana, West Africa","In each village, because offinancial constraints, measurements wererestricted to every other house. The villages haveno main water supply",
"1,6",Phoebe,GHA1-B,,Ghanaians,Ghanaians,,Ghanaians,,inner city,kumasi,,,,,,Deciduous Forest,Ghana,6.67,-1.63,West Africa,2006,2004,W,"people from churches, schools, and banks",,,acculturated,4,urban,,,,"Rural and urban differences in blood pressure and
hypertension in Ghana, West Africa",,
"1,3,4,6",Emily,CHN2,CHN2,Chinese,Chinese ,Categorization listed in SCCS,Chinese ,,,"Guangzhou, Guangdong Province",,,,,,urban,China,23.187220,113.303340,Asia,2013,2005-2010,W,"urban Guangzhou, Guangdong Province, China",,,Acculturated,4,,,0.8% of women and 52.2% of men were smokers (from table 1),1.9% of women and 13.9% of men were alcohol drinkers (from table 1),Comparison of Various Anthropometric and Body Fat Indices in Identifying Cardiometabolic Disturbances in Chinese Men and Women,,
"1, 6",EM,INU4-A,INU4,Alaskan Inuit,Inuit,,Inuit,,,"Bering Strait Region, Alaska",,,,,,Tundra,United States of America,63.28,-170.1,North America,2003,1994,,,,,semi-acculturated,2,,,,,"""Blood pressure among the Inuit (Eskimo) populations in the Arctic"" Bjerregaard et. al",,
"1, 6",EM,INU4-B,INU4,Kivalliq,Inuit,,Inuit,,,"Kivalliq Region, Canada",,,,,,Tundra,Canada ,63.18,-92.29,North America,2003,1990-91,,,,,semi-acculturated,2,,,,,"""Blood pressure among the Inuit (Eskimo) populations in the Arctic"" Bjerregaard et. al",,
"1, 6",EM,INU4-C,INU4,Nunavik,Inuit,,Inuit,,,Nunavik,,,,,,Tundra,Canada ,59.56,-73.4,North America,2003,1992,,,,,semi-acculturated,2,,,,,"""Blood pressure among the Inuit (Eskimo) populations in the Arctic"" Bjerregaard et. al",,
"1, 6",EM,INU4-D,INU4,Greenland Inuit,Inuit,,Inuit,,,West Greenland,,,,,,Tundra,Greenland,68.93,-50.6,North America,2003,1999-2001,,,,,semi-acculturated,2,,,,,"""Blood pressure among the Inuit (Eskimo) populations in the Arctic"" Bjerregaard et. al",,
"1, 6",EM,TOK3-A,TOK3,Tokelau,Tokelau,,Tokelau,,Non-migrant,"Fakaofo, Nukunonu, Atafu",Ii6,,,,,Tropical Rainforest,New Zealand ,-9.38,-171.22,Oceania,1989,1968-1971,,,,,semi-acculturated,3,"both signifi- cant social change in Tokelau and move- ment back and forth between the atolls, still living more isolated on the atolls",,,,"""Blood pressure patterns and migration: a 14-year cohort study of adult Tokelauans"" Salmond et. al",,
"1, 6",EM,TOK3-B,TOK3,Tokelau,Tokelau,,Tokelau,,Non-migrant,Tokelau/New Zealand,Ii6,,,,,Tropical Rainforest,New Zealand ,-9.17,-171.82,Oceania,1989,1981-1982,,,,,semi-acculturated,3,"both signifi- cant social change in Tokelau and move- ment back and forth between the atolls, still living more isolated on the atolls",,,,"""Blood pressure patterns and migration: a 14-year cohort study of adult Tokelauans"" Salmond et. al",,
"1, 6",EM,TOK3-C,TOK3,Tokelau,Tokelau,,Tokelau,,Migrant,"Fakaofo, Nukunonu, Atafu",Ii6,,,,,Tropical Rainforest,New Zealand ,-9.38,-171.22,Oceania,1989,1968-1971,,,,,acculturated,4,living in urban environment ,,,,"""Blood pressure patterns and migration: a 14-year cohort study of adult Tokelauans"" Salmond et. al",,
"1, 6",EM,TOK3-D,TOK3,Tokelau,Tokelau,,Tokelau,,Migrant,Tokelau/New Zealand,Ii6,,,,,Tropical Rainforest,New Zealand ,-9.17,-171.82,Oceania,1989,1981-1982,,,,,acculturated,4,living in urban environment ,,,,"""Blood pressure patterns and migration: a 14-year cohort study of adult Tokelauans"" Salmond et. al",,
"1, 6",Emily,CHN3-A,CHN3,Chinese,Chinese ,,Chinese ,,Rural,Qingdao city,,,,,,,China,36.530936,120.312644,Asia,2005,2001-2002,,,,,Semi-acculturated,3,,,44% of men and 2% of women were currently smoking,45% of men and 1% of women were currently drinking alcohol,"Prevalence of Type 2 diabetes in urban and rural Chinese populations in Qingdao, China",,
"1, 6",Emily,CHN3-B,CHN3,Chinese,Chinese ,,Chinese ,,Urban,Qingdao city,,,,,,urban,China,36.530936,120.312644,Asia,2005,2001-2002,W,Its urban area doubled from 1980 to 2000,,,Acculturated,4,,,37% of men and 2% of women were currently smoking,37% of men and 1% of women were currently drinking alcohol,"Prevalence of Type 2 diabetes in urban and rural Chinese populations in Qingdao, China",,
"1,3,4,6",Emily,CHN4-A,CHN4,Chinese,Uygur,,Uygur,,grassland,Xinjiang Province,,,,,,,China,40.109102,85.671277,Asia,2010,2010-2012,,No econ base identified,,,Semi-acculturated,3,,consume more fruit and vegetables than meat products,,,"Prevalence of Metabolic Syndrome, Insulin Resistance, Impaired Fasting Blood Glucose, and Dyslipidemia in Uygur and Kazak Populations",info on biome in additional sources,https://www.nap.edu/read/1942/chapter/11
"1,3,4,6",Emily,CHN4-B,CHN4,Chinese,Kazak,,Kazak,,grassland,Xinjiang Province,Eb1,SCCS65,,,,,China,40.109102,85.671277,Asia,2010,2010-2012,,No econ base identified,,,Semi-acculturated,3,,consume more meat and fewer vegetables compated with Uygurs,,,"Prevalence of Metabolic Syndrome, Insulin Resistance, Impaired Fasting Blood Glucose, and Dyslipidemia in Uygur and Kazak Populations",info on biome in additional sources,https://www.nap.edu/read/1942/chapter/11
"1,3,4,6",Emily,CHN5-A,CHN5,Chinese,Uygur,,Uygur,,grassland,Xinjiang Province,,,,,,,China,40.109102,85.671277,Asia,2008,2010-2012,,No econ base identified,,,Semi-acculturated,3,,"high fat, high protein diet",,,The Prevalence of Type 2 Diabetes and Hypertension in Uygur and Kazak Populations,info on biome in additional sources,https://www.nap.edu/read/1942/chapter/11
"1,3,4,6",Emily,CHN5-B,CHN5,Chinese,Kazak,,Kazak,,grassland,Xinjiang Province,Eb1,SCCS65,,,,,China,40.109102,85.671277,Asia,2008,2010-2012,,No econ base identified,,,Semi-acculturated,3,,consume more animal meat and less vegetables compared with Uygurs,,,The Prevalence of Type 2 Diabetes and Hypertension in Uygur and Kazak Populations,info on biome in additional sources,https://www.nap.edu/read/1942/chapter/11
"1,3,4,6",EM,ZUL1,ZUL1,Zulu,Zulu,,Zulu,,,Ubombo District,Ab12,,,,,Grassland,South Africa,-27.57,32.08,Africa,2011,,,,,,semi-acculturated,2,"Study conducted in a ""rural community"". No other specifications given",,,,"""The Prevalence of Metabolic Syndrome
and Determination of the Optimal Waist
Circumference Cutoff Points in a Rural
South African Community"" Motala et. al",,
"2,6",Pheobe,BAL1-A,,Baluchistan,baluchi,,baloch,,rural 2002,Southern Baluchistan,,,,,,Desert,pakistan,30.183,66.996,Asia,2011,2002-2010,W,"working in the factories, fishing, poultry, agricultural and cattle herding",,,acculturated,4,all villages were within the distance of 2.5 km from the hub city,,,,"Temporal changes in the prevalence of diabetes, impaired fasting glucose and its associated risk factors in the rural area of Baluchistan",,
"2,6",Pheobe,BAL1-B,,Baluchistan,baluchi,,baloch,,rural 2009,Southern Baluchistan,,,,,,Desert,pakistan,30.183,66.996,Asia,2011,2009-2010,W,"working in the factories, fishing, poultry, agricultural and cattle herding",,,acculturated,4,all villages were within the distance of 2.5 km from the hub city,,,,"Temporal changes in the prevalence of diabetes, impaired fasting glucose and its associated risk factors in the rural area of Baluchistan",,
6,Emily ,SMI2,SMI2,Sami,Sami,"""Participants were defined as Sami if they responded that they either considered themselves to be Sami or reported to have a Sami ethnic background, and if in addition at least one of their grandparents, parents, or they themselves spoke a Sami language at home.""",Norway Sami,,,Norway,Cg4,SCCS52,,,,tundra,Norway,69.131977,24.463738,Europe,2018,2012-2014,W,"""Traditionally, most of the population in Northern Norway has relied on primary industries, such as small- scale farming and fishing, and for parts of the Sami population: reindeer herding.""  ""Today, fewer people work in primary industries; instead the number of people employed in service industries has grown."" ",AP,,acculturated,4,nonspecific municipalities being studies outside of traditional region,,,,Prevalence of pre-diabetes and type 2 diabetes mellitus among Sami and non-Sami men and women in Northern Norway – The SAMINOR 2 Clinical Survey,info on biome in additional sources,https://www.worldwildlife.org/biomes/tundra
"1,3,6","Emily, Audrey",SMI3,SMI3,Sami,Sami,,Norway Sami,,,North Norway,Cg4,SCCS52,,,,tundra,Norway,68.913991,19.013153,Europe,2016,2003-2004,W,https://www.dropbox.com/search/personal?path=%2F&preview=id%3A_iLHJ5l5gvAAAAAAAAAE2w&query=SAMINOR&search_session_id=36863267069259375284771671419482&search_token=Xi8KIS24EzIMJBnZx%2By95crxFwv3KHK%2Bqy5c93EqBBM%3D,FG/AP,,acculturated,4,nonspecific municipalities being studies outside of traditional region,,,,Prevalence of metabolic syndrome and diabetes mellitus in Sami and Norwegian populations. The SAMINOR—a cross-sectional study,economic bases determined using information from SMI2 article; info on biome in additional sources,https://www.worldwildlife.org/biomes/tundra
6,EM,JAP1-A,JAP1,Japanese,Nisei,Nisei (2nd-gen Japanese-American),Japanese-American,,Normal glucose tolerance,King County,,,,,,Temperate Rainforest,United States of America,47.47,-121.84,North America,1989,,,,,,acculturated,4,"nisei men in king county, urban",,,,"""Fatness, fat distribution, and glucose tolerance in second-generation Japanese American (Nisei) men"" Newell-Morris et. al",,
6,EM,JAP1-B,JAP1,Japanese,Nisei,Nisei (2nd-gen Japanese-American),Japanese-American,,Impaired glucose tolerance,King County,,,,,,Temperate Rainforest,United States of America,47.47,-121.84,North America,1989,,,,,,acculturated,4,"nisei men in king county, urban",,,,"""Fatness, fat distribution, and glucose tolerance in second-generation Japanese American (Nisei) men"" Newell-Morris et. al",,
6,EM,JAP1-C,JAP1,Japanese,Nisei,Nisei (2nd-gen Japanese-American),Japanese-American,,Diabetes,King County,,,,,,Temperate Rainforest,United States of America,47.47,-121.84,North America,1989,,,,,,acculturated,4,"nisei men in king county, urban",,,,"""Fatness, fat distribution, and glucose tolerance in second-generation Japanese American (Nisei) men"" Newell-Morris et. al",,
"1, 6",EM,XAV3,XAV3,Xavánte,Xavánte,,Xavánte,,,"Etéñitépa village, Pimental Barbosa Indian Reservation",,,,,,Savanna,Brazil,-13.32,-51.68,South America,2001,1990,,,FG,,semi-acculturated,2,"Tradional Xavánte - combination of farming and hunting and gathering activities, intense physical activity from spending a major portion of the year on H&W expeditions, corn and root crops as main source of carbs. By 1990s, large drop in frequency of H&G, rice is a mainstay of diet, salt consumed daily, and now smoke.","Corn, root crops, rice","""a significant proportion of the men now smoke""",No alcoholic beverages ,"""Blood Pressure Levels in Xavánte Adults from the Pimental Barbosa Indian Reservation, Mato Grosso, Brazil"" Coimbra et. al",,
6,Emily,AIN2-A,AIN2,American Indian,Pima/Maricopa/Papago and Salt River and Ak Chin Indian communities,"""Participants were members of the following tribes: Pima/Maricopa/Papago of central Arizona in the Gila River, Salt River and Ak Chin Indian communities""",American Indians in Arizona,,,Arizona,WNAI145,WNAI144,Nh5,,,desert,United States,33.161233,-111.922051,North America,2000,1989-1992,,,,,,,"12 tribes in three geographic areas: an area near Phoenix, Arizona, the southwestern area of Oklahoma, and the Aberdeen area of North and South Dakota. The groups hae been aggregated together so it is not possible to assign a singular acculturation level. ",,,,Relation of generalized and central obesity to cardiovascular risk factors and prevalent coronary heart disease in a sample of American Indians: the Strong Heart Study,info on biome in additional sources,https://desertecoservicetours.weebly.com; https://www.desertmuseum.org/books/nhsd_biomes.php
